Full Location Name	Latitude	Longitude	Public Notes	Private Notes	Trimmed Name	Alternate Names	Parent	Secondary Parents	Validity
Gulf of Fonseca, Nicaragua	13.048889	-87.585274	.	.	Gulf of Fonseca (Nicaragua)	.	Pacific coast of Nicaragua	.	.
Pacific coast of Nicaragua	11.917147	-86.635893	.	.	Pacific coast of Nicaragua	.	Nicaragua	Pacific coast of Central America	.
San Juan del Sur, Nicaragua	11.250000	-87.866667	.	.	San Juan del Sur	.	Pacific coast of Nicaragua	.	.
Kamorta Island, Nicobar Islands	8.120000	93.500000	.	.	Kamorta Islands	.	Nicobar Islands	.	.
Bonny Estuary, Nigeria	7.000000	4.333333	.	coords from paper	Bonny Estuary	.	Nigeria	.	.
Lagos, Nigeria	6.455027	3.384082	.	.	Lagos	.	Nigeria	Lagos Lagoon, Nigeria	.
Niger Delta, Nigeria	4.712213	5.651727	.	.	Niger Delta	.	Nigeria	.	.
Atlantic coast of North America	36.549839	-75.915700	.	Point near Virginia/North Carolina border	Atlantic coast of North America	.	North America	Western Atlantic Ocean	.
Pacific coast of North America	32.704907	-117.167232	.	Using San Diego	Pacific coast of North America	.	North America	Eastern Pacific Ocean	.
Beaufort, Carteret County, North Carolina, USA	34.716667	-76.650000	.	.	Beaufort (North Carolina)	.	Carteret County, North Carolina, USA	.	.
Fort Macon, Carteret County, North Carolina, USA	34.695556	-76.688889	.	.	Fort Macon	.	Carteret County, North Carolina, USA	.	.
Newport River, Carteret County, North Carolina, USA	34.753813	-76.779991	.	.	Newport River	.	Carteret County, North Carolina, USA	.	.
Sneads Ferry, Onslow County, North Carolina, USA	34.565195	-77.390116	.	.	Sneads Ferry	.	Onslow County, North Carolina, USA	.	.
Oyster Landing, North Inlet, Georgetown County, South Carolina, USA	33.350000	-79.183333	.	.	Oyster Landing	.	North Inlet, Georgetown County, South Carolina, USA	.	.
Town Creek, North Inlet, Georgetown County, South Carolina, USA	33.335160	-79.177615	.	.	Town Creek	.	North Inlet, Georgetown County, South Carolina, USA	.	.
Musquashcut Brook, North Scituate, Scituate, Plymouth County, Massachusetts, USA	42.226389	-70.773889	.	.	Musquashcut Brook	.	North Scituate, Scituate, Plymouth County, Massachusetts, USA	.	.
Scallop Pond, North Sea, Suffolk County, New York, USA	40.940574	-72.433163	.	.	Scallop Pond	.	North Sea, Suffolk County, New York, USA	.	.
Darwin, Northern Territory, Australia	-12.450000	130.833333	.	.	Darwin	.	Northern Territory, Australia	.	.
Gove, Northern Territory, Australia	-12.236026	136.765930	.	.	Gove	.	Northern Territory, Australia	.	.
Port Essington, Northern Territory, Australia	-11.360556	132.153333	.	.	Port Essington	.	Northern Territory, Australia	.	.
Puerto Ángel, Oaxaca, Mexico	15.666331	-96.492000	.	Pacific coast	Puerto Ángel	.	Oaxaca, Mexico	.	.
Salina Cruz, Oaxaca, Mexico	16.171960	-95.196697	.	Pacific coast	Salina Cruz	.	Oaxaca, Mexico	.	.
Gulf coast Research Laboratory, Ocean Springs, Jackson County, Mississippi, USA	30.410000	-88.797500	.	.	Gulf coast Research Laboratory	.	Ocean Springs, Jackson County, Mississippi, USA	.	.
Chichijima, Ogasawara Islands, Japan	27.066667	142.208333	.	.	Chichijima	.	Ogasawara Islands, Japan	.	.
Maejima Island, Okayama, Honshu, Japan	34.608727	134.184107	.	.	Maejima Island	.	Okayama, Honshu, Japan	.	.
Iriomote-jima, Okinawa, Ryukyu Islands, Japan	24.334464	123.823465	.	.	Iriomote-jima	.	Okinawa, Ryukyu Islands, Japan	.	.
Miyako-jima, Okinawa, Ryukyu Islands, Japan	24.766667	125.316667	.	.	Miyako-jima	.	Okinawa, Ryukyu Islands, Japan	.	.
Senagajima, Okinawa, Ryukyu Islands, Japan	26.174870	127.641086	.	.	Senagajima	.	Okinawa, Ryukyu Islands, Japan	.	.
Sabine River, Orange, Orange County, Texas, USA	29.990703	-93.787993	.	.	Sabine River	.	Orange, Orange County, Texas, USA	.	.
Misaki, Osaka, Honshu, Japan	34.316667	135.000000	.	.	Misaki	.	Osaka, Honshu, Japan	.	.
Bahia de Buenaventura, Valle del Cauca, Colombia	3.856434	-77.120451	.	.	Bahia de Buenaventura	.	Valle del Cauca, Colombia	.	.
Bahia de Humboldt, Chocó, Colombia	7.090928	-77.869682	.	Pacific coast, near Panama border	Bahia de Humboldt	Humboldt Bay	Pacific coast of Colombia	.	.
Chocó, Colombia	5.487120	-77.537424	Department	Mostly Pacific, but some Atlantic coast as well	Chocó	.	Colombia	.	.
Cupica Bay, Chocó, Colombia	6.690131	-77.475002	.	.	Cupica Bay	.	Chocó, Colombia	.	.
Gorgona Island, Cauca, Colombia	2.967500	-78.180278	.	.	Gorgona Island	.	Cauca, Colombia	.	.
Tumaco, Nariño, Colombia	1.796322	-78.800515	.	Pacific coast, near Ecuador	Tumaco	.	Nariño, Colombia	.	.
Guanacaste, Costa Rica	10.613789	-85.696355	.	.	Guanacaste	.	Pacific coast of Costa Rica	.	.
Puntarenas, Costa Rica	9.966667	-84.833333	Province	Pacific coast	Puntarenas	.	Pacific coast of Costa Rica	.	.
Araçagi, Paço do Lumiar, São Luís, Maranhão, Brazil	-2.467920	-44.206920	.	.	Araçagi	.	Paço do Lumiar, São Luís, Maranhão, Brazil	.	.
Pau Deitado, Paço do Lumiar, São Luís, Maranhão, Brazil	-2.521998	-44.083614	.	.	Pau Deitado	.	Paço do Lumiar, São Luís, Maranhão, Brazil	.	.
Raposa, Paço do Lumiar, São Luís, Maranhão, Brazil	-2.455366	-44.108077	.	.	Raposa	.	Paço do Lumiar, São Luís, Maranhão, Brazil	.	.
Kuantan, Pahang, Malaysia	3.816667	103.333333	.	.	Kuantan	.	Pahang, Malaysia	.	.
Karachi, Sindh, Pakistan	24.826332	66.995130	.	.	Karachi	.	Sindh, Pakistan	.	.
Atlantic coast of Panama	9.357222	-79.898611	.	Using Colon	Atlantic coast of Panama	.	Panama	Atlantic coast of Central America	.
Bahia Bique, Panama	8.882180	-79.663937	.	.	Bahia Bique	.	Pacific coast of Panama	.	.
Base Naval Vasco Nuñez de Balboa, Panama	8.948705	-79.574039	.	.	Base Naval Vasco Nuñez de Balboa	Rodman Naval Base	Pacific coast of Panama	Panama Canal, Panama	.
Bocas del Toro, Panama	9.317508	-82.365008	.	.	Bocas del Toro	.	Atlantic coast of Panama	.	.
Panama Canal, Panama	8.942285	-79.563552	.	.	Panama Canal	.	Panama	.	.
Chitré District, Panama	8.007915	-80.402409	.	.	Chitré District	.	Pacific coast of Panama	.	.
Coco Solo, Panama	9.368423	-79.883913	.	.	Coco Solo	.	Atlantic coast of Panama	.	.
Colón, Panama	9.357222	-79.898611	.	.	Colón	.	Atlantic coast of Panama	.	.
Gulf of Panama, Panama	8.086420	-79.282840	.	.	Gulf of Panama	.	Pacific coast of Panama	.	.
Honda Bay, Panama	7.749285	-81.524702	.	.	Honda Bay	.	Pacific coast of Panama	.	.
Isla Flamenco, Panama	8.909328	-79.520225	.	.	Isla Flamenco	.	Pacific coast of Panama	.	.
Isla Naos, Panama	8.913822	-79.531809	.	.	Isla Naos	Naos Island;Culebra Island;Isla Culebra	Pacific coast of Panama	.	.
Isla Parida, Panama	8.120071	-82.339612	.	.	Isla Parida	.	Pacific coast of Panama	.	.
Marraganti, Panama	8.372243	-78.062448	.	.	Marraganti	.	Pacific coast of Panama	.	.
Pacific coast of Panama	8.942285	-79.563552	.	.	Pacific coast of Panama	.	Panama	Pacific coast of Central America	.
Pacific entrance of Panama Canal, Panama	8.942285	-79.563552	.	.	Pacific entrance of Panama Canal	.	Pacific coast of Panama	Panama Canal, Panama	.
Panama Canal near Mt. Hope, Panama	9.357222	-79.898611	.	Using Colon	Panama Canal near Mt. Hope	.	Atlantic coast of Panama	Panama Canal, Panama	FOSSIL
Panama City, Panama	8.980719	-79.506623	.	.	Panama City (Panama)	.	Pacific coast of Panama	.	.
Pearl Islands, Panama	8.333333	-79.116667	.	.	Pearl Islands	.	Pacific coast of Panama	.	.
Pinas Bay, Panama	7.571586	-78.189926	.	.	Pinas Bay	.	Pacific coast of Panama	.	.
Rio Calabre, Panama	8.948705	-79.574039	.	Location unknown; Using Rodman	Rio Calabre	.	Pacific coast of Panama	.	.
Rio Chepo, Panama	9.002620	-79.110458	.	.	Rio Chepo	Bayano River	Pacific coast of Panama	.	.
Rio Lara, Panama	8.596969	-78.151503	.	.	Rio Lara	.	Pacific coast of Panama	.	.
Taboga Island, Panama	8.783333	-79.550000	.	.	Taboga Island	.	Pacific coast of Panama	.	.
Tabogilla Island, Panama	8.807778	-79.516667	.	.	Tabogilla Island	.	Pacific coast of Panama	.	.
Veraguas, Panama	8.866667	-80.900000	.	.	Veraguas	.	Atlantic coast of Panama	.	.
Balboa, Panama City, Panama	8.957632	-79.564490	.	.	Balboa	.	Panama City, Panama	.	.
Diablo, Panama City, Panama	8.972007	-79.575710	.	.	Diablo	.	Panama City, Panama	.	.
Capiz, Panay, Philippines	11.604304	122.805409	.	.	Capiz	.	Panay, Philippines	.	.
Iloilo, Panay, Philippines	10.705856	122.566966	.	.	Iloilo	.	Panay, Philippines	.	.
Hula, Central Province, Papua New Guinea	-10.103842	147.725795	.	.	Hula	.	Central Province, Papua New Guinea	.	.
Loloata Island, Central Province, Papua New Guinea	-9.538044	147.290798	.	.	Loloata Island	.	Central Province, Papua New Guinea	.	.
Louisiade Archipelago, Milne Bay Province, Papua New Guinea	-11.200000	153.000000	.	.	Louisiade Archipelago	.	Milne Bay Province, Papua New Guinea	.	.
Muyua Island	-9.110802	152.738549	.	.	Muyua Island	Woodlark Island	Papua New Guinea	.	.
Northeastern Papua New Guinea	-5.735372	146.588645	.	.	Northeastern Papua New Guinea	.	Papua New Guinea	.	.
Port Moresby, Central Province, Papua New Guinea	-9.475486	147.150164	.	.	Port Moresby	.	Central Province, Papua New Guinea	.	.
Purdy Islands, Manus Province, Papua New Guinea	-2.866341	146.350060	.	.	Purdy Islands	.	Manus Province, Papua New Guinea	.	.
Vitu Islands, West New Britain Province, Papua New Guinea	-4.666667	149.300000	.	.	Vitu Islands	.	West New Britain Province, Papua New Guinea	.	.
Wuvulu Island, Manus Province, Papua New Guinea	-1.734287	142.840462	.	.	Wuvulu Island	Wuwulu	Manus Province, Papua New Guinea	.	.
Belém, Pará, Brazil	-1.415802	-48.494453	.	.	Belém	.	Pará, Brazil	.	.
Caeté River, Pará, Brazil	-1.394989	-46.698024	.	.	Caeté River	.	Pará, Brazil	.	.
Curuçá, Pará, Brazil	-0.166667	-47.833333	.	.	Curuçá	.	Pará, Brazil	.	.
Cabedelo, Paraíba, Brazil	-6.987596	-34.832915	.	.	Cabedelo	.	Paraíba, Brazil	.	.
Rio Mamanguape, Paraíba, Brazil	-6.767489	-34.951034	.	.	Rio Mamanguape	.	Paraíba, Brazil	.	.
Rio Paraíba do Norte, Paraíba, Brazil	-7.052714	-34.863039	.	.	Rio Paraíba do Norte	.	Paraíba, Brazil	.	.
Nelson Island Creek, Parker River National Wildlife Refuge, Rowley, Essex County, Massachusetts, USA	42.743611	-70.836944	.	coords from paper	Nelson Island Creek	.	Parker River National Wildlife Refuge, Rowley, Essex County, Massachusetts, USA	.	.
Isla San José, Pearl Islands, Panama	8.250000	-79.116667	.	Pacific Coast	Isla San José (Panama)	.	Pearl Islands, Panama	.	.
Cingluo, Penghu, Taiwan	23.568995	119.619246	.	.	Cingluo	.	Penghu, Taiwan	.	.
Citou, Penghu, Taiwan	23.649149	119.610007	.	.	Citou	.	Penghu, Taiwan	.	.
Shihcyuan, Penghu, Taiwan	23.552252	119.590960	.	.	Shihcyuan	.	Penghu, Taiwan	.	.
Cocoanut Island, Pernambuco, Brazil	-8.055228	-34.863790	.	Supposed to be close to Recife	Cocoanut Island	.	Pernambuco, Brazil	.	.
Itapissuma, Pernambuco, Brazil	-7.723699	-34.903760	.	.	Itapissuma	.	Pernambuco, Brazil	.	.
Rio Jaboatão, Pernambuco, Brazil	-8.231328	-34.932935	.	.	Rio Jaboatão	.	Pernambuco, Brazil	.	.
Bondokodi River, Pero, Kodi, Sumba, East Nusa Tenggara, Indonesia	-9.607565	118.985982	.	.	Bondokodi River	.	Pero, Kodi, Sumba, East Nusa Tenggara, Indonesia	.	.
Swan River, Perth, Western Australia, Australia	-32.073611	115.714444	.	.	Swan River	.	Perth, Western Australia, Australia	.	.
Bay of Sechura, Sechura Province, Piura Region, Peru	-5.704917	-80.858087	.	.	Bay of Sechura	.	Sechura Province, Piura Region, Peru	.	.
Paita Province, Piura Region, Peru	-5.082902	-81.093543	.	.	Paita Province	.	Piura Region, Peru	.	.
Puerto Pizarro, Tumbes Province, Tumbes Region, Peru	-3.501192	-80.392917	.	.	Puerto Pizarro	.	Tumbes Province, Tumbes Region, Peru	.	.
Rio Zarumilla, Zarumilla Province, Tumbes Region, Peru	-3.427473	-80.280612	.	.	Rio Zarumilla	.	Zarumilla Province, Tumbes Region, Peru	.	.
Surin Islands, Phang-nga, Thailand	9.416667	97.866667	.	.	Surin Islands	.	Phang-nga, Thailand	.	.
Bohol, Philippines	9.870209	124.216137	.	Center of Island	Bohol	.	Philippines	.	.
Camiguin, Philippines	9.166667	124.716667	.	.	Camiguin	.	Philippines	.	.
Cebu, Philippines	10.316667	123.750000	.	.	Cebu	.	Philippines	.	.
Luzon, Philippines	16.000000	121.000000	.	.	Luzon	.	Philippines	.	.
Mactan, Cebu, Philippines	10.316774	123.955861	.	.	Mactan	.	Cebu, Philippines	.	.
Mindanao, Philippines	8.000000	125.000000	.	.	Mindanao	.	Philippines	.	.
Mindoro, Philippines	12.986251	121.098778	.	Center of Island	Mindoro	.	Philippines	.	.
Negros, Philippines	10.047304	122.993974	.	Center of Island	Negros	.	Philippines	.	.
Northern Luzon, Philippines	18.623543	121.126586	.	.	Northern Luzon	.	Luzon, Philippines	.	.
Palawan, Philippines	10.000000	118.833333	.	.	Palawan	.	Philippines	.	.
Panay, Philippines	11.185742	122.476695	.	.	Panay	.	Philippines	.	.
Sulu, Philippines	5.978505	121.120807	.	.	Sulu	.	Philippines	.	.
Tang Khen Bay, Phuket Island, Thailand	7.825524	98.419291	.	.	Tang Khen Bay	Ao Tang Khen	Phuket Island, Thailand	.	.
Amarração, Piauí , Brazil	-2.883611	-41.666111	.	.	Amarração	.	Piauí , Brazil	.	.
Baoli, Pingtung, Taiwan	22.060592	120.706305	.	.	Baoli	.	Pingtung, Taiwan	.	.
Kenting, Pingtung, Taiwan	21.947125	120.779912	.	.	Kenting	.	Pingtung, Taiwan	.	.
Pleasure Island, Port Arthur, Jefferson County, Texas, USA	29.899555	-93.895031	.	.	Pleasure Island	.	Port Arthur, Jefferson County, Texas, USA	.	.
Sungal Puloh, Port Klang, Selangor, Malaysia	3.051243	101.365588	.	.	Sungal Puloh	Puloh Rivr	Port Klang, Selangor, Malaysia	.	.
Beja, Portugal	37.721311	-8.784831	.	.	Beja	.	Portugal	.	.
Faro, Portugal	36.995207	-7.967938	.	.	Faro	Algarve	Portugal	.	.
Pak Nam Pran, Prachuap Khiri Khan, Thailand	12.410007	99.990719	.	.	Prak Nam Pran	.	Prachuap Khiri Khan, Thailand	.	.
Rio Ulua, Puerto Cortes, Honduras	15.918231	-87.718886	.	Atlantic coast	Rio Ulua	.	Puerto Cortes, Honduras	.	.
Isla del Amor, Puerto Pizarro, Tumbes Province, Tumbes Region, Peru	-3.494336	-80.390093	.	.	Isla del Amor	.	Puerto Pizarro, Tumbes Province, Tumbes Region, Peru	.	.
Punta Malpelo, Puerto Pizarro, Tumbes Province, Tumbes Region, Peru	-3.484399	-80.457250	.	.	Punta Mapelo	.	Puerto Pizarro, Tumbes Province, Tumbes Region, Peru	.	.
Refugio de Aves de Boquerón, Puerto Rico	18.007925	-67.165150	.	.	Refugio de Aves de Boquerón	.	Puerto Rico	.	.
Vieques, Puerto Rico	18.124458	-65.448870	.	.	Vieques	.	Puerto Rico	.	.
Bahia Cana Blanca, Puntarenas, Costa Rica	8.563990	-83.249920	.	Pacific coast, using Golfo Dolce	Bahia Cana Blanca	.	Puntarenas, Costa Rica	.	.
Ballena Bay, Puntarenas, Costa Rica	9.102471	-83.696890	.	Pacific coast	Ballena Bay	.	Puntarenas, Costa Rica	.	.
Canos Island, Puntarenas, Costa Rica	8.702090	-83.881053	.	Pacific coast	Canos Island	.	Puntarenas, Costa Rica	.	.
Cocos Island, Puntarenas, Costa Rica	5.518889	-87.071667	.	Island midway between Costa Rica and the Galapagos	Cocos Island	.	Puntarenas, Costa Rica	.	.
Golfito, Puntarenas, Costa Rica	8.633333	-83.250000	.	Pacific coast	Golfito	.	Puntarenas, Costa Rica	.	.
Golfo Dolce, Puntarenas, Costa Rica	8.563990	-83.249920	.	Pacific coast	Golfo Dolce	.	Puntarenas, Costa Rica	.	.
Islas Negritos, Puntarenas, Costa Rica	9.819847	-84.861904	.	Pacific coast	Islas Negritos	.	Puntarenas, Costa Rica	.	.
Piedras Blanca, Puntarenas, Costa Rica	8.655937	-83.296196	.	Pacific coast, National Park in Golfo Dolce	Piedras Blanca	.	Puntarenas, Costa Rica	.	.
Pigres, Puntarenas, Costa Rica	9.773030	-84.629514	.	Pacific coast	Pigres	.	Puntarenas, Costa Rica	.	.
Puerto Jimenez, Puntarenas, Costa Rica	8.563990	-83.249920	.	Pacific coast, using Golfo Dolce	Puerto Jimenez	.	Puntarenas, Costa Rica	.	.
Rio Jesús María, Puntarenas, Costa Rica	9.863953	-84.697418	.	River south of Puntarenas; Pacific coast	Rio Jesús María	.	Puntarenas, Costa Rica	.	.
Río Lagarto, Puntarenas, Costa Rica	10.056101	-84.941826	.	Pacific coast	Río Lagarto	.	Puntarenas, Costa Rica	.	.
Santo Domingo, Puntarenas, Costa Rica	8.563990	-83.249920	.	Pacific coast, using Golfo Dolce	Santo Domingo (Costa Rica)	.	Puntarenas, Costa Rica	.	.
Uvita Bay, Puntarenas, Costa Rica	9.146996	-83.746911	.	Pacific coast	Uvita Bay	.	Puntarenas, Costa Rica	.	.
Alim Island, Purdy Islands, Manus Province, Papua New Guinea	-2.883333	147.083333	.	.	Alim Island	.	Purdy Islands, Manus Province, Papua New Guinea	.	.
Boggy Creek, Queensland, Australia	-27.397055	153.137356	.	Near Brisbane	Boggy Creek	.	Queensland, Australia	Southeastern Queensland, Australia	.
Bowling Green Bay, Queensland, Australia	-19.404575	147.197850	.	.	Bowling Green Bay	.	Queensland, Australia	Northeastern Queensland, Australia	.
Brisbane, Queensland, Australia	-27.408700	153.147615	.	Near Brisbane	Brisbane	.	Queensland, Australia	Southeastern Queensland, Australia	.
Cooktown, Queensland, Australia	-15.461631	145.232680	.	.	Cooktown	.	Queensland, Australia	Northeastern Queensland, Australia	.
Eastern Queensland, Australia	-23.850531	151.262747	.	Using middle eastern coast	Eastern Queensland	.	Queensland, Australia	Eastern Australia	.
Fraser Island, Queensland, Australia	-25.216667	153.133333	.	.	Fraser Island	.	Queensland, Australia	Southeastern Queensland, Australia	.
Gladstone, Queensland, Australia	-23.848889	151.262500	.	.	Gladstone	.	Queensland, Australia	Southeastern Queensland, Australia	.
Hervey Bay, Queensland, Australia	-25.263362	152.804811	.	.	Hervey Bay	.	Queensland, Australia	Southeastern Queensland, Australia	.
Hucks Landing, Queensland, Australia	-19.450000	147.230000	.	.	Hucks Landing	.	Queensland, Australia	Northeastern Queensland, Australia	.
Low Isles, Queensland, Australia	-16.386137	145.565076	.	.	Low Isles	.	Queensland, Australia	Northeastern Queensland, Australia	.
Middle-Eastern Queensland, Australia	-21.900000	149.468155	Defined by Peter Davie as the Queensland coast between the Tropic of Capricorn (approximately -23.27° latitude) and -20° latitude	.	Middle-Eastern Queensland	.	Queensland, Australia	Eastern Queensland, Australia	.
Moreton Bay, Queensland, Australia	-27.250000	153.250000	.	.	Moreton Bay	.	Queensland, Australia	Southeastern Queensland, Australia	.
Northern Queensland, Australia	-16.919616	145.783006	Defined by Peter Davie as the Queensland coast north of -20° latitude	Using Cairns	Northern Queensland	.	Queensland, Australia	.	.
Port Curtis, Queensland, Australia	-23.848889	151.262500	.	.	Port Curtis	.	Queensland, Australia	Southeastern Queensland, Australia	.
Port Douglas, Queensland, Australia	-16.483611	145.465278	.	.	Port Douglas	.	Queensland, Australia	Northeastern Queensland, Australia	.
Southeastern Queensland, Australia	-27.408700	153.147615	Defined by Peter Davie as the Queensland coast south of the Tropic of Capricorn (approximately -23.27° latitude)	Using Brisbane	Southeastern Queensland	.	Queensland, Australia	Eastern Queensland, Australia	.
Townsville, Queensland, Australia	-19.256389	146.818333	.	.	Townsville	.	Queensland, Australia	Northeastern Queensland, Australia	.
Turtle Bay, Queensland, Australia	-16.891017	145.948644	.	.	Turtle Bay	.	Queensland, Australia	Northeastern Queensland, Australia	.
Raroia, Raeffsky Islands, Tuamotu Islands, French Polynesia	-16.016667	-142.433333	.	.	Raroia	.	Raeffsky Islands, Tuamotu Islands, French Polynesia	.	.
Ranong Mangrove Forest, Ranong, Thailand	9.896901	98.567269	.	.	Ranong Mangrove Forest	.	Ranong, Thailand	.	.
Gulf of Aqaba, Red Sea	28.750000	34.750000	.	.	Gulf of Aqaba	.	Red Sea	.	.
Pointe-Noire, Republic of the Congo	-4.769496	11.862230	.	.	Pointe-Noire	.	Republic of the Congo	.	.
Falmouth Formation, Rio Bueno Harbor, Jamaica	18.474683	-77.454958	Fossil bed	.	Falmouth Formation	.	Rio Bueno Harbor, Jamaica	.	FOSSIL
Guanabara Bay, Rio de Janeiro, Brazil	-22.802088	-43.155256	.	.	Guanabara Bay	.	Rio de Janeiro, Brazil	.	.
Itabapoana, Rio de Janeiro, Brazil	-21.297103	-40.969438	.	.	Itabapoana	.	Rio de Janeiro, Brazil	.	.
Natal, Rio Grande do Norte, Brazil	-5.773939	-35.205500	.	.	Natal	.	Rio Grande do Norte, Brazil	.	.
Parker River National Wildlife Refuge, Rowley, Essex County, Massachusetts, USA	42.743611	-70.836944	.	.	Parker River National Wildlife Refuge	.	Rowley, Essex County, Massachusetts, USA	.	.
Okinawa, Ryukyu Islands, Japan	26.500000	127.933333	Island	.	Okinawa Island	.	Ryukyu Islands, Japan	.	.
Southern Ryukyu Islands, Ryukyu Islands, Japan	24.467391	124.161764	.	.	Southern Ryukyu Islands	.	Ryukyu Islands, Japan	.	.
Madang, Sabah, Borneo, Malaysia	5.731200	118.131200	.	.	Madang	.	Sabah, Borneo, Malaysia	.	.
Sandakan, Sabah, Borneo, Malaysia	5.733386	118.051156	.	.	Sandakan	.	Sabah, Borneo, Malaysia	.	.
