Reference	#	Scientific Name	Common Name	Where	Type	Applies to	#	Actual	Source of Actual	Species Notes	General Notes	
Miers1886	6.15	Gelasimus annulipes	.	"text p. xxiv, xxviii, xxxvii, xlviii, 244-245"	citation	MilneEdwards1837.2	7.1	=	=	.	.	
Miers1886	6.16	Gelasimus annulipes	.	"text p. xxiv, xxviii, xxxvii, xlviii, 244-245"	citation	Stimpson1858	7	=	=	.	.	
Miers1886	6.17	Gelasimus annulipes	.	"text p. xxiv, xxviii, xxxvii, xlviii, 244-245"	citation	Kingsley1880	30	=	=	.	.	
Miers1886	6.18	Gelasimus annulipes	.	"text p. xxiv, xxviii, xxxvii, xlviii, 244-245"	citation	Stimpson1858	9	=	=	.	.	
Miers1886	6.19	Gelasimus annulipes	.	"text p. xxiv, xxviii, xxxvii, xlviii, 244-245"	citation	Lockington1877.2	8	=	=	.	.	
Miers1886	6.2	Gelasimus annulipes	.	"text p. xxiv, xxviii, xxxvii, xlviii, 244-245"	citation	Kossmann1877	19	=	=	.	.	
Kingsley1886	1	Gelasimus pugilator	Fiddler Crabs	text p. 64-65; figure 81	n/a	.	.	pugilator	<	.	.	
deMan1887.2	1	Gelasimus signatus	.	"text p. 690, 697-698"	citation	Hess1865	2	=	=	.	.	
deMan1887.2	2	Gelasimus tetragonon	.	"text p. 690, 698"	citation	Hess1865	3	=	=	.	.	
deMan1887.2	3	Gelasimus dussumieri	.	text p. 697-698	n/a	.	.	dussumieri	<	.	.	
deMan1887.2	4	Gelasimus acutus	.	text p. 697	n/a	.	.	acuta	<	.	.	
deMan1887.2	5	Gelasimus forceps	.	text p. 697-698	n/a	.	.	.	.	.	.	
deMan1887.2	6	Gelasimus annulipes	.	text p. 697	n/a	.	.	annulipes	<	.	.	
deMan1887.2	7	Gelasimus marionis	.	text p. 698	n/a	.	.	.	.	.	.	
OdondeBuen1887	1	Gelasimus Tangeri	.	text p. 427	location	"Puerto Real, Spain"	.	tangeri	<	.	.	
Osorio1887	1	Gelasimus Tangeri	.	text p. 226	location	Angola	.	tangeri	<	.	.	
Walker1887	1	Gelasimus vocans	.	text p. 110	location	Singapore	.	vocans	<	.	.	
Muller1887	1	Gelasimus annulipes	.	text p. 475	location	Sri Lanka	.	.	.	.	.	
Gundlach1887	1.1	Gelasimus vocator	.	text p. 125	citation	Linnaeus1766	1	=	=	.	.	
Gundlach1887	1.2	Gelasimus vocator	.	text p. 125	citation	Herbst1804	1	=	=	.	.	
Gundlach1887	1.3	Gelasimus vocator	.	text p. 125	citation	MilneEdwards1837.2	8	=	=	.	.	
Gundlach1887	1.4	Gelasimus vocator	.	text p. 125	citation	vonMartens1872	1.1	=	=	.	.	
Gundlach1887	1.5	Gelasimus vocator	.	text p. 125	location	Puerto Rico	.	.	.	.	.	
Herrick1887	1.1	Gelasimus vocator	.	text p. 44-45; plate 5: figure 4	location	"Alabama, USA"	.	longisignalis	Crane1975	.	.	
Herrick1887	1.2	Gelasimus vocator	.	text p. 44-45; plate 5: figure 4	citation	Smith1870.2	14	=	=	.	.	
deMan1888	1.1	Gelasimus Dussumieri	.	"text p. 4, 108-117, 120; plate 7: figures 2-7"	citation	MilneEdwards1852	12	=	=	.	.	
deMan1888	1.2	Gelasimus Dussumieri	.	"text p. 4, 108-117, 120; plate 7: figures 2-7"	citation	Hilgendorf1869	3	=	=	.	.	
deMan1888	1.3	Gelasimus Dussumieri	.	"text p. 4, 108-117, 120; plate 7: figures 2-7"	citation	MilneEdwards1873	5	=	=	.	.	
deMan1888	1.4	Gelasimus Dussumieri	.	"text p. 4, 108-117, 120; plate 7: figures 2-7"	location	"Mergui Archipelago, Myanmar"	.	paradussumieri	>MSR:synonymy;Crane1975	.	.	
deMan1888	2	Gelasimus forceps	.	"text p. 110, 118"	n/a	.	.	.	.	.	.	
deMan1888	3	Gelasimus arcuatus	.	"text p. 110, 112-113, 117"	n/a	.	.	.	.	.	.	
deMan1888	4.1	Gelasimus acutus	.	"text p. 4, 113-117, 119-120; plate 7: figures 8-9, plate 8: figures 1-4"	citation	Stimpson1858	6	=	=	.	.	
deMan1888	4.2	Gelasimus acutus	.	"text p. 4, 113-117, 119-120; plate 7: figures 8-9, plate 8: figures 1-4"	location	"Mergui Archipelago, Myanmar"	.	rosea	Crane1975	.	.	
deMan1888	5	Gelasimus coarctatus	.	text p. 117	n/a	.	.	.	.	.	.	
deMan1888	6.01	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	MilneEdwards1837.2	10	=	=	.	.	
deMan1888	6.02	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	MilneEdwards1852	17	=	=	.	.	
deMan1888	6.03	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	Stimpson1858	9	=	=	.	.	
deMan1888	6.04	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	Hilgendorf1869	5	=	=	.	.	
deMan1888	6.05	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	Hilgendorf1878	1	=	=	.	.	
deMan1888	6.06	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	MilneEdwards1852	20	=	=	.	.	
deMan1888	6.07	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	Heller1865	4	=	=	.	.	
deMan1888	6.08	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	Miers1879.2	2	=	=	.	.	
deMan1888	6.09	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	Miers1880	5	=	=	.	.	
deMan1888	6.1	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	deMan1880	5	=	=	.	.	
deMan1888	6.11	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	citation	Kingsley1880	28	=	=	.	.	
deMan1888	6.12	Gelasimus annulipes	.	"text p. 4, 118-122; plate 8: figures 5-7"	location	"Mergui Archipelago, Myanmar"	.	annulipes	<	could be multiple species	.	
deMan1888	7	Gelasimus chlorophthalmus	.	"text p. 118, 122"	n/a	.	.	chlorophthalmus	<	.	.	
deMan1888	8.1	Gelasimus triangularis	.	"text p. 4, 119-122; plate 8: figures 8-11"	citation	MilneEdwards1873	8	=	=	.	.	
deMan1888	8.2	Gelasimus triangularis	.	"text p. 4, 119-122; plate 8: figures 8-11"	citation	Heller1865	6	=	=	.	.	
deMan1888	8.3	Gelasimus triangularis	.	"text p. 4, 119-122; plate 8: figures 8-11"	location	"Mergui Archipelago, Myanmar"	.	bengali	Crane1975	.	.	
deMan1888	9.1	Gelasimus vocans	.	"text p. 7, 119"	location	Singapore	.	.	.	.	.	
deMan1888	9.2	Gelasimus vocans	.	"text p. 7, 119"	location	Bay of Bengal	.	.	.	.	.	
deMan1888	10.1	Gelasimus tetragonon	.	text p. 7	location	Singapore	.	.	.	.	.	
deMan1888	10.1	Gelasimus tetragonon	.	text p. 7	location	Bay of Bengal	.	.	.	.	.	
deMan1888	11.1	Gelasimus rubripes	.	text p. 7	location	Singapore	.	.	.	.	.	
deMan1888	11.2	Gelasimus rubripes	.	text p. 7	location	Bay of Bengal	.	.	.	.	.	
deMan1888	12	Gelasimus lacteus	.	text p. 122	n/a	.	.	lactea	<	.	.	
deMan1888	13	Gelasimus Gaimardi	.	text p. 122	n/a	.	.	.	.	.	.	
deMan1888	14	Gelasimus Latreilli	.	text p. 122	n/a	.	.	.	.	.	.	
deMan1887.1	1.1	Gelasimus vocans	.	text p. 352-353	citation	MilneEdwards1852	4	=	=	.	.	
deMan1887.1	1.2	Gelasimus vocans	.	text p. 352-353	citation	deMan1880	1	=	=	.	.	
deMan1887.1	1.3	Gelasimus vocans	.	text p. 352-353	citation	Desmarest1825	4	=	=	.	.	
deMan1887.1	1.4	Gelasimus vocans	.	text p. 352-353	citation	deMan1880	2	=	=	.	.	
deMan1887.1	1.5	Gelasimus vocans	.	text p. 352-353	citation	Miers1880	2	=	=	.	.	
deMan1887.1	1.6	Gelasimus vocans	.	text p. 352-353	location	"Ambon Island, Maluku, Indonesia"	.	jocelynae	>MSR:geography	.	.	
deMan1887.1	2.1	Gelasimus tetragonon	.	text p. 353	citation	MilneEdwards1852	9	=	=	.	.	
deMan1887.1	2.2	Gelasimus tetragonon	.	text p. 353	location	Indonesia	.	tetragonon	<	.	.	
deMan1887.1	3.1	Gelasimus annulipes	.	text p. 353-354	citation	MilneEdwards1852	17	=	=	.	.	
deMan1887.1	3.2	Gelasimus annulipes	.	text p. 353-354	citation	deMan1880	5	=	=	.	.	
deMan1887.1	3.3	Gelasimus annulipes	.	text p. 353-354	citation	deMan1888	6	=	=	.	.	
deMan1887.1	3.4	Gelasimus annulipes	.	text p. 353-354	location	"Ambon Island, Maluku, Indonesia"	.	annulipes	<	could be multiple species	.	
Kingsley1888	1	.	fiddler crabs; fiddlers	"text p. 889-893, 895-896"	n/a	.	.	>Uca	.	.	.	
Osorio1888	1.1	Gelasimus Tangeri	.	"text p. 186, 190"	location	"Bissau, Guinea-Bissau"	.	tangeri	<	.	.	
Osorio1888	1.2	Gelasimus Tangeri	.	"text p. 186, 190"	location	Angola	.	tangeri	<	.	.	
Heilprin1888	1.1	Gelasimus vocator	fiddlers; calling crabs	text p. 81-84	location	"New York and New Jersey, USA"	.	pugnax	>MSR	.	.	
Heilprin1888	1.2	Gelasimus vocator	fiddlers; calling crabs	text p. 81-84	location	"New York and New Jersey, USA"	.	pugilator	>MSR:geography	.	.	
Heilprin1888	2	Gelasimus minax	fiddlers; calling crabs	text p. 81-84	location	"New York and New Jersey, USA"	.	minax	<	.	.	
Leidy1888	1	Gelasimus pugilator	fiddler crab	"text p. 330, 333"	location	"Beach Haven, New Jersey, USA"	.	pugilator	<	.	.	
Leidy1888	2	Gelasimus pugnax	.	text p. 333	location	"Beach Haven, New Jersey, USA"	.	pugnax	<	.	.	
Cano1889.1	1	Gelasimus vocator	.	"text p. 92, 102"	location	"Gulf of Panama, Panama"	.	.	.	.	.	
Cano1889.1	2	Gelasimus pugilator	.	"text p. 92, 102"	location	"Gulf of Panama, Panama"	.	.	.	.	.	
Cano1889.1	3	Gelasimus maracoani	.	"text p. 92, 97"	location	"Pernambuco, Brazil"	.	maracoani	<	.	.	
Cano1889.1	4	Gelasimus armatus	.	"text p. 92, 102"	location	"Gulf of Panama, Panama"	.	.	.	.	.	
Cano1889.1	5	Gelasimus princeps	.	"text p. 92, 101"	location	"Guayaquil, Ecuador"	.	.	.	.	.	
Cano1889.1	6	Gelasimus crassipes	.	"text p. 92, 103"	location	Philippines	.	crassipes	<	.	.	
Cano1889.1	7	Gelasimus annulipes	.	"text p. 92, 104"	location	Singapore	.	.	.	.	.	
Cano1889.1	8	Gelasimus lacteus	.	"text p. 92, 103"	location	"Xiamen, Fujian, China"	.	.	.	.	.	
Cano1889.1	9	Gelasimus chlorophthalmus	.	"text p. 92, 103"	location	"Xiamen, Fujian, China"	.	crassipes	Crane1975	.	.	
Cano1889.1	10	Gelasimus panamensis	.	"text p. 92, 102"	location	"Gulf of Panama, Panama"	.	panamensis	<	.	.	
Cano1889.1	11	Gelasimus stenodactylus	.	"text p. 92, 101"	location	"Puná Island, Ecuador"	.	.	.	.	.	
Cano1889.1	12	Gelasimus cultrimanus	.	text p. 103	location	Philippines	.	.	.	.	.	
Osorio1889	1.1	Gelasimus Tangeri	.	text p. 133	location	Angola	.	tangeri	<	.	.	
Osorio1889	1.2	Gelasimus Tangeri	.	text p. 133	citation	Herklots1851	1	=	=	.	.	
Osorio1889	1.3	Gelasimus Tangeri	.	text p. 133	citation	Miers1881	1	=	=	.	.	
Osorio1889.2	1	Gelasimus Tangeri	Bocas	text p. 57	location	Portugal	.	tangeri	<	.	.	
Pfeffer1889	1.1	Gelasimus annulipes	.	text p. 29	citation	MilneEdwards1837.2	10	=	=	.	.	
Pfeffer1889	1.2	Gelasimus annulipes	.	text p. 29	citation	Hilgendorf1869	5	=	=	.	.	
Pfeffer1889	1.3	Gelasimus annulipes	.	text p. 29	citation	Kingsley1880	28	=	=	.	.	
Pfeffer1889	1.4	Gelasimus annulipes	.	text p. 29	location	Tanzania	.	occidentalis	>MSR:geography	.	.	
Pfeffer1889	2.1	Gelasimus Dussumieri	.	text p. 30	citation	MilneEdwards1852	12	=	=	.	.	
Pfeffer1889	2.2	Gelasimus Dussumieri	.	text p. 30	citation	Hilgendorf1869	3	=	=	.	.	
Pfeffer1889	2.3	Gelasimus Dussumieri	.	text p. 30	citation	Kingsley1880	19	=	=	.	.	
Pfeffer1889	2.4	Gelasimus Dussumieri	.	text p. 30	location	Tanzania	.	urvillei	Hartnoll1975	.	.	
Pfeffer1889	3	Gelasimus sp.	.	text p. 30	location	Tanzania	.	?	.	.	.	
Cano1889.2	1.1	Gelasimus maracoani	.	text p. 231	citation	Kingsley1880	1	=	=	.	.	
Cano1889.2	1.2	Gelasimus maracoani	.	text p. 231	location	"Pernambuco, Brazil"	.	.	.	.	.	
Cano1889.2	2.1	Gelasimus armatus	.	text p. 231-232	citation	Smith1870.2	5	=	=	.	.	
Cano1889.2	2.2	Gelasimus armatus	.	text p. 231-232	citation	Kingsley1880	1.09	=	=	.	.	
Cano1889.2	2.3	Gelasimus armatus	.	text p. 231-232	location	"Pernambuco, Brazil"	.	.	.	.	.	
Cano1889.2	3.1	Gelasimus princeps	.	text p. 232	citation	Smith1870.2	4	=	=	.	.	
Cano1889.2	3.2	Gelasimus princeps	.	text p. 232	citation	Kingsley1880	2.11	=	=	.	.	
Cano1889.2	3.3	Gelasimus princeps	.	text p. 232	location	"Pearl Islands, Panama"	.	.	.	.	.	
Cano1889.2	4.1	Gelasimus crassipes	.	text p. 232-233	citation	White1847.1	15	=	=	.	.	
Cano1889.2	4.2	Gelasimus crassipes	.	text p. 232-233	citation	Adams1848	2	=	=	.	.	
Cano1889.2	4.3	Gelasimus crassipes	.	text p. 232-233	citation	Kingsley1880	22	=	=	.	.	
Cano1889.2	4.4	Gelasimus crassipes	.	text p. 232-233	location	"Manila, Philippines"	.	crassipes	<	.	.	
Cano1889.2	5.1	Gelasimus cultrimanus	.	text p. 233	citation	White1847.1	5	=	=	.	.	
Cano1889.2	5.2	Gelasimus cultrimanus	.	text p. 233	citation	Adams1848	1	=	=	.	.	
Cano1889.2	5.3	Gelasimus cultrimanus	.	text p. 233	citation	Kingsley1880	8	=	=	.	.	
Cano1889.2	5.4	Gelasimus cultrimanus	.	text p. 233	location	"Manila, Philippines"	.	.	.	.	.	
Cano1889.2	6.1	Gelasimus vocator	.	text p. 233	citation	vonMartens1869	1	=	=	.	.	
Cano1889.2	6.2	Gelasimus vocator	.	text p. 233	citation	Kingsley1880	26	=	=	.	.	
Cano1889.2	6.3	Gelasimus vocator	.	text p. 233	location	"Gulf of Panama, Panama"	.	.	.	.	.	
Cano1889.2	7.1	Gelasimus pugilator	.	text p. 233	citation	Bosc1802	2.1	=	=	.	.	
Cano1889.2	7.2	Gelasimus pugilator	.	text p. 233	citation	MilneEdwards1852	14	=	=	.	.	
Cano1889.2	7.3	Gelasimus pugilator	.	text p. 233	citation	Kingsley1880	36	=	=	.	.	
Cano1889.2	7.4	Gelasimus pugilator	.	text p. 233	location	Panama	.	.	.	.	.	
Cano1889.2	8.1	Gelasimus chlorophthalmus	.	text p. 234	citation	MilneEdwards1852	21	=	=	.	.	
Cano1889.2	8.2	Gelasimus chlorophthalmus	.	text p. 234	citation	Kingsley1880	37	=	=	.	.	
Cano1889.2	8.3	Gelasimus chlorophthalmus	.	text p. 234	location	"Xiamen, Fujian, China"	.	crassipes	Crane1975	.	.	
Cano1889.2	9.1	Gelasimus stenodactylus	.	text p. 234	citation	MilneEdwards1843	1	=	=	.	.	
Cano1889.2	9.2	Gelasimus stenodactylus	.	text p. 234	citation	Kingsley1880	42	=	=	.	.	
Cano1889.2	9.3	Gelasimus stenodactylus	.	text p. 234	location	"Guayas, Ecuador"	.	stenodactylus	<	.	.	
Cano1889.2	10.1	Gelasimus lacteus	.	text p. 234	citation	deHaan1835	7	=	=	.	.	
Cano1889.2	10.2	Gelasimus lacteus	.	text p. 234	citation	MilneEdwards1852	18	=	=	.	.	
Cano1889.2	10.3	Gelasimus lacteus	.	text p. 234	citation	Kingsley1880	29	=	=	.	.	
Cano1889.2	10.4	Gelasimus lacteus	.	text p. 234	location	"Xiamen, Fujian, China"	.	.	.	.	.	
Cano1889.2	11.1	Gelasimus panamensis	.	text p. 235	citation	Stimpson1859	4	=	=	.	.	
Cano1889.2	11.2	Gelasimus panamensis	.	text p. 235	citation	Smith1870.2	21	=	=	.	.	
Cano1889.2	11.3	Gelasimus panamensis	.	text p. 235	citation	Kingsley1880	35	=	=	.	.	
Cano1889.2	11.4	Gelasimus panamensis	.	text p. 235	location	"Gulf of Panama, Panama"	.	panamensis	<	.	.	
Cano1889.2	12	Gelasimus vocans	.	text p. 233	citation	MilneEdwards1852	4	=	=	.	.	
deMan1891	1.1	Gelasimus vocans	.	"text p. 1, 20, 23-25, 28-29, 33; plate 2: figure 5"	citation	MilneEdwards1852	4	=	=	.	.	
deMan1891	1.2	Gelasimus vocans	.	"text p. 1, 20, 23-25, 28-29, 33; plate 2: figure 5"	citation	deMan1880	1	=	=	.	.	
deMan1891	1.3	Gelasimus vocans	.	"text p. 1, 20, 23-25, 28-29, 33; plate 2: figure 5"	citation	Miers1886	3	=	=	.	.	
deMan1891	1.4	Gelasimus vocans	.	"text p. 1, 20, 23-25, 28-29, 33; plate 2: figure 5"	location	"Sumatra, Indonesia"	.	vocans	<	.	.	
deMan1891	1.5	Gelasimus vocans	.	"text p. 1, 20, 23-25, 28-29, 33; plate 2: figure 5"	location	"Morotai, Indonesia"	.	jocelynae	>MSR:geography	.	.	
deMan1891	2.1	Gelasimus tetragonon	.	"text p. 1, 20, 24-26, 28-29; plate 2: figure 6"	citation	Herbst1790	1	=	=	.	.	
deMan1891	2.2	Gelasimus tetragonon	.	"text p. 1, 20, 24-26, 28-29; plate 2: figure 6"	citation	Kingsley1880	13	=	=	.	.	
deMan1891	2.3	Gelasimus tetragonon	.	"text p. 1, 20, 24-26, 28-29; plate 2: figure 6"	citation	Hess1865	3	=	=	.	.	
deMan1891	2.4	Gelasimus tetragonon	.	"text p. 1, 20, 24-26, 28-29; plate 2: figure 6"	location	Tahiti	.	tetragonon	<	.	.	
deMan1891	2.5	Gelasimus tetragonon	.	"text p. 1, 20, 24-26, 28-29; plate 2: figure 6"	location	Samoa	.	tetragonon	<	.	.	
deMan1891	3.1	Gelasimus Dussumieri	.	"text p. 1, 20, 25-27, 31, 34-37"	citation	MilneEdwards1852	12	=	=	.	.	
deMan1891	3.2	Gelasimus Dussumieri	.	"text p. 1, 20, 25-27, 31, 34-37"	citation	deMan1888	1	=	=	.	.	
deMan1891	3.3	Gelasimus Dussumieri	.	"text p. 1, 20, 25-27, 31, 34-37"	location	"Java, Indonesia"	.	.	.	.	.	
deMan1891	3.4	Gelasimus Dussumieri	.	"text p. 1, 20, 25-27, 31, 34-37"	location	"Isla Faly, Madagascar"	.	urvillei	Crane1975	.	.	
deMan1891	3.5	Gelasimus Dussumieri	.	"text p. 1, 20, 25-27, 31, 34-37"	location	"Ambon Island, Maluku, Indonesia"	.	.	.	.	.	
deMan1891	3.6	Gelasimus Dussumieri	.	"text p. 1, 20, 25-27, 31, 34-37"	location	Palau	.	.	.	.	.	
deMan1891	4.1	Gelasimus arcuatus	.	"text p. 1, 21, 25-30, 32-33, 36; plate 3: figure 7"	citation	deHaan1835	6	=	=	.	.	
deMan1891	4.2	Gelasimus arcuatus	.	"text p. 1, 21, 25-30, 32-33, 36; plate 3: figure 7"	location	Japan	.	arcuata	<	.	.	
deMan1891	5.1	Gelasimus coarctatus	.	"text p. 1, 21, 25, 31-32; plate 3: figure 8"	citation	MilneEdwards1852	6	=	=	.	.	
deMan1891	5.2	Gelasimus coarctatus	.	"text p. 1, 21, 25, 31-32; plate 3: figure 8"	citation	MilneEdwards1873	2	=	=	.	.	
deMan1891	5.3	Gelasimus coarctatus	.	"text p. 1, 21, 25, 31-32; plate 3: figure 8"	citation	Kingsley1880	11.3	=	=	.	.	
deMan1891	5.4	Gelasimus coarctatus	.	"text p. 1, 21, 25, 31-32; plate 3: figure 8"	location	"Maluku Islands, Indonesia"	.	coarctata	<	.	.	
deMan1891	5.5	Gelasimus coarctatus	.	"text p. 1, 21, 25, 31-32; plate 3: figure 8"	location	"Pohnpei, Caroline Islands, Micronesia"	.	coarctata	<	.	.	
deMan1891	6.1	Gelasimus forcipatus	.	"text p. 1, 21, 31-34; plate 3: figure 9"	citation	Adams1848	5	=	=	.	.	
deMan1891	6.2	Gelasimus forcipatus	.	"text p. 1, 21, 31-34; plate 3: figure 9"	location	"Sulawesi, Indonesia"	.	demani	Crane1975	.	.	
deMan1891	7	Gelasimus dubius	.	text p. 33	citation	Stimpson1858	2	=	=	.	.	
deMan1891	8.1	Gelasimus Urvillei	.	"text p. 1, 21, 25, 31, 34-35"	citation	MilneEdwards1852	11	=	=	.	.	
deMan1891	8.2	Gelasimus Urvillei	.	"text p. 1, 21, 25, 31, 34-35"	citation	Hilgendorf1869	3	=	=	.	.	
deMan1891	8.3	Gelasimus Urvillei	.	"text p. 1, 21, 25, 31, 34-35"	location	"Isla Faly, Madagascar"	.	urvillei	<	.	.	
deMan1891	9.1	Gelasimus signatus	.	"text p. 1, 21, 25; 35-38; plate 4: figure 11"	citation	Hess1865	2	=	=	.	.	
deMan1891	9.2	Gelasimus signatus	.	"text p. 1, 21, 25; 35-38; plate 4: figure 11"	citation	Miers1884.1	1	=	=	.	.	
deMan1891	9.3	Gelasimus signatus	.	"text p. 1, 21, 25; 35-38; plate 4: figure 11"	citation	deMan1887.2	1	=	=	.	.	
deMan1891	9.4	Gelasimus signatus	.	"text p. 1, 21, 25; 35-38; plate 4: figure 11"	citation	Kingsley1880	4.5	=	=	.	.	
deMan1891	9.5	Gelasimus signatus	.	"text p. 1, 21, 25; 35-38; plate 4: figure 11"	location	Eastern Australia	.	signata	<	.	.	
deMan1891	10	Gelasimus signatus var. angustifrons	.	"text p. 1, 38-39; plate 4: figure 11c"	location	Eastern Australia	.	bellator	.	.	.	
deMan1891	11.1	Gelasimus annulipes	.	"text p. 1, 22-23, 39-43"	citation	MilneEdwards1852	17	=	=	.	.	
deMan1891	11.2	Gelasimus annulipes	.	"text p. 1, 22-23, 39-43"	citation	deMan1880	5	=	=	.	.	
deMan1891	11.3	Gelasimus annulipes	.	"text p. 1, 22-23, 39-43"	citation	deMan1888	6	=	=	.	.	
deMan1891	11.4	Gelasimus annulipes	.	"text p. 1, 22-23, 39-43"	citation	deMan1887.1	3	=	=	.	.	
deMan1891	11.5	Gelasimus annulipes	.	"text p. 1, 22-23, 39-43"	location	"Upolu, Samoa"	.	perplexa	>MSR:geography	.	.	
deMan1891	12.1	Gelasimus Gaimardi	.	"text p. 1, 21-22, 39-43"	citation	MilneEdwards1852	19	=	=	.	.	
deMan1891	12.2	Gelasimus Gaimardi	.	"text p. 1, 21-22, 39-43"	location	Samoa	.	crassipes	Crane1975	.	.	
deMan1891	12.3	Gelasimus Gaimardi	.	"text p. 1, 21-22, 39-43"	location	Banda Sea	.	crassipes	Crane1975	.	.	
deMan1891	12.4	Gelasimus Gaimardi	.	"text p. 1, 21-22, 39-43"	location	"Ambon Island, Maluku, Indonesia"	.	crassipes	Crane1975	.	.	
deMan1891	13	Gelasimus Latreilii	.	text p. 40-41	citation	MilneEdwards1852	22	=	=	.	.	
deMan1891	14.1	Gelasimus chlorophthalmus	.	"text p. 1, 22, 41-44"	citation	MilneEdwards1837.2	9	=	=	.	.	
deMan1891	14.2	Gelasimus chlorophthalmus	.	"text p. 1, 22, 41-44"	citation	MilneEdwards1852	21	=	=	.	.	
deMan1891	15.1	Gelasimus inversus	Cava tangena	"text p. 1, 21, 44-47; plate 4: figure 12"	citation	Hoffmann1874	7	=	=	Indigenous local name	.	
deMan1891	15.2	Gelasimus inversus	Cava tangena	"text p. 1, 21, 44-47; plate 4: figure 12"	citation	Hilgendorf1878	2	=	=	.	.	
deMan1891	16.1	Gelasimus triangularis	.	"text p. 1, 22, 47-48"	citation	MilneEdwards1873	8	=	=	.	.	
deMan1891	16.2	Gelasimus triangularis	.	"text p. 1, 22, 47-48"	citation	deMan1888	8	=	=	.	.	
deMan1891	17	Gelasimus triangularis var. variabilis	.	"text p. 1, 47-48; plate 4: figure 13"	location	"Ambon Island, Maluku, Indonesia"	.	triangularis	Crane1975	.	.	
deMan1891	18.1	Gelasimus acutus	.	"text p. 21, 25, 30, 33"	n/a	.	.	acuta	<	a mix of species	.	
deMan1891	18.2	Gelasimus acutus	.	"text p. 21, 25, 30, 33"	n/a	.	.	rosea	Crane1975	.	.	
deMan1891	18.3	Gelasimus acutus	.	"text p. 21, 25, 30, 33"	n/a	.	.	forcipata	Crane1975	.	.	
deMan1891	19	Gelasimus lacteus	.	"text p. 22, 40-41, 43-47"	n/a	.	.	lactea	<	.	.	
deMan1891	20.1	Gelasimus vocans var. cultrimanus	.	text p. 24	location	Fiji	.	excisa	>MSR:geography	.	.	
deMan1891	20.2	Gelasimus vocans var. cultrimanus	.	text p. 24	location	Samoa	.	excisa	>MSR:geography	.	.	
Osorio1891	1	Gelasimus Tangeri	.	text p. 46	location	São Tomé and Príncipe	.	tangeri	<	.	.	
Ives1891	1	Gelasimus speciosus	.	"text p. 179-180, 198, 200; plate 5: figures 6-7"	location	"Yucatan Peninsula, Mexico"	.	speciosa	<	Type description	.	
Ives1891	2	Gelasimus vocator	.	text p. 180	n/a	.	.	vocator	<	.	.	
Ives1891	3	Gelasimus stenodactylus	.	text p. 180	n/a	.	.	stenodactylus	<	.	.	
Ives1891	4	Gelasimus thomsoni	.	text p. 180	citation	Kirk1880	1	=	=	.	.	
Ives1891	5	Gelasimus Huttoni	.	text p. 180	citation	Filhol1885.2	1	=	=	.	.	
Ives1891	6	Gelasimus cimatodus	.	text p. 180	citation	Rochebrune1883	1	=	=	.	.	
Ives1891	7.1	Gelasimus pugilator	.	"text p. 192, 199-200"	citation	Bosc1830	2	=	=	.	.	
Ives1891	7.2	Gelasimus pugilator	.	"text p. 192, 199-200"	citation	MilneEdwards1852	14	=	=	.	.	
Ives1891	7.3	Gelasimus pugilator	.	"text p. 192, 199-200"	citation	DeKay1844	1.7	=	=	.	.	
Ives1891	7.4	Gelasimus pugilator	.	"text p. 192, 199-200"	location	"Sarasota Bay, Florida, USA"	.	.	.	.	.	
Thallwitz1891	1.1	Gelasimus nitidus	.	"text p. 42-44, 53"	citation	White1847.1	5	=	=	.	.	
Thallwitz1891	1.2	Gelasimus nitidus	.	"text p. 42-44, 53"	citation	Adams1848	1	=	=	.	.	
Thallwitz1891	1.3	Gelasimus nitidus	.	"text p. 42-44, 53"	citation	Dana1852	1	=	=	.	.	
Thallwitz1891	1.4	Gelasimus nitidus	.	"text p. 42-44, 53"	citation	MilneEdwards1852	4	=	=	.	.	
Thallwitz1891	1.5	Gelasimus nitidus	.	"text p. 42-44, 53"	citation	Kingsley1880	8	=	=	.	.	
Thallwitz1891	1.6	Gelasimus nitidus	.	"text p. 42-44, 53"	citation	deMan1891	1	=	=	.	.	
Thallwitz1891	1.7	Gelasimus nitidus	.	"text p. 42-44, 53"	specimen	Timor	.	?	.	.	.	
Thallwitz1891	1.8	Gelasimus nitidus	.	"text p. 42-44, 53"	specimen	Tonga	.	excisa	>MSR:geography	.	.	
Thallwitz1891	1.9	Gelasimus nitidus	.	"text p. 42-44, 53"	specimen	"Sulawesi, Indonesia"	.	vocans	>MSR:synonymy	.	.	
